,time,player,wood,food,gold,stone,vils,mils
281,7000,TheHeleeee,73,80,59,67,0,0
285,7100,TheHeleeee,74,81,60,68,0,0
289,7200,TheHeleeee,75,82,61,69,0,0
293,7300,TheHeleeee,76,83,62,70,0,0
297,7400,TheHeleeee,77,85,62,71,0,0
301,7500,TheHeleeee,78,86,63,72,0,0
305,7600,TheHeleeee,79,87,64,73,0,0
309,7700,TheHeleeee,80,88,65,74,0,0
313,7800,TheHeleeee,81,89,66,75,0,0
317,7900,TheHeleeee,82,90,67,76,0,0
321,8000,TheHeleeee,84,92,68,77,0,0
325,8100,TheHeleeee,85,93,68,78,0,0
329,8200,TheHeleeee,86,94,69,79,0,0
333,8300,TheHeleeee,87,95,70,80,0,0
337,8400,TheHeleeee,88,96,71,81,0,0
341,8500,TheHeleeee,89,97,72,82,0,0
345,8600,TheHeleeee,90,98,73,83,0,0
349,8700,TheHeleeee,91,100,73,84,0,0
353,8800,TheHeleeee,92,101,74,85,0,0
357,8900,TheHeleeee,93,102,75,86,0,0
361,9000,TheHeleeee,94,103,76,87,0,0
365,9100,TheHeleeee,95,104,77,88,0,0
369,9200,TheHeleeee,96,105,78,89,0,0
373,9300,TheHeleeee,97,106,79,90,0,0
377,9400,TheHeleeee,98,108,79,91,0,0
381,9500,TheHeleeee,99,109,80,92,0,0
385,9600,TheHeleeee,100,110,81,93,0,0
389,9700,TheHeleeee,101,111,82,94,0,0
393,9800,TheHeleeee,102,112,83,95,0,0
397,9900,TheHeleeee,103,113,84,96,0,0
401,10000,TheHeleeee,105,115,85,97,0,0
405,10100,TheHeleeee,106,116,85,97,0,0
409,10200,TheHeleeee,107,117,86,98,0,0
413,10300,TheHeleeee,108,118,87,99,0,0
417,10400,TheHeleeee,109,119,88,100,0,0
421,10500,TheHeleeee,110,120,89,101,0,0
425,10600,TheHeleeee,111,121,90,102,0,0
429,10700,TheHeleeee,112,123,90,103,0,0
433,10800,TheHeleeee,113,124,91,104,0,0
437,10900,TheHeleeee,114,125,92,105,0,0
441,11000,TheHeleeee,115,126,93,106,0,0
445,11100,TheHeleeee,116,127,94,107,0,0
449,11200,TheHeleeee,117,128,95,108,0,0
453,11300,TheHeleeee,118,129,96,109,0,0
457,11400,TheHeleeee,119,131,96,110,0,0
461,11500,TheHeleeee,120,132,97,111,0,0
465,11600,TheHeleeee,121,133,98,112,0,0
469,11700,TheHeleeee,122,134,99,113,0,0
473,11800,TheHeleeee,123,135,100,114,0,0
477,11900,TheHeleeee,124,136,101,115,0,0
481,12000,TheHeleeee,126,137,102,116,0,0
485,12100,TheHeleeee,127,139,102,117,0,0
489,12200,TheHeleeee,128,140,103,118,0,0
493,12300,TheHeleeee,129,141,104,119,0,0
497,12400,TheHeleeee,130,142,105,120,0,0
501,12500,TheHeleeee,131,143,106,121,0,0
505,12600,TheHeleeee,132,144,107,122,0,0
509,12700,TheHeleeee,133,146,107,123,0,0
513,12800,TheHeleeee,134,147,108,124,0,0
517,12900,TheHeleeee,135,148,109,125,0,0
521,13000,TheHeleeee,136,149,110,126,0,0
525,13100,TheHeleeee,137,150,111,127,0,0
529,13200,TheHeleeee,138,151,112,128,0,0
533,13300,TheHeleeee,139,152,113,129,0,0
537,13400,TheHeleeee,140,154,113,129,0,0
541,13500,TheHeleeee,141,155,114,130,0,0
545,13600,TheHeleeee,142,156,115,131,0,0
549,13700,TheHeleeee,143,157,116,132,0,0
553,13800,TheHeleeee,144,158,117,133,0,0
557,13900,TheHeleeee,145,159,118,134,0,0
561,14000,TheHeleeee,147,160,119,135,0,0
565,14100,TheHeleeee,148,162,119,136,0,0
569,14200,TheHeleeee,149,163,120,137,0,0
573,14300,TheHeleeee,150,164,121,138,0,0
577,14400,TheHeleeee,151,165,122,139,0,0
581,14500,TheHeleeee,152,166,123,140,0,0
585,14600,TheHeleeee,153,167,124,141,0,0
589,14700,TheHeleeee,154,169,124,142,0,0
593,14800,TheHeleeee,155,170,125,143,0,0
597,14900,TheHeleeee,156,171,126,144,0,0
601,15000,TheHeleeee,157,172,127,145,0,0
605,15100,TheHeleeee,158,173,128,146,0,0
609,15200,TheHeleeee,159,174,129,147,0,0
613,15300,TheHeleeee,160,175,130,148,0,0
617,15400,TheHeleeee,161,177,130,149,0,0
621,15500,TheHeleeee,162,178,131,150,0,0
625,15600,TheHeleeee,163,179,132,151,0,0
629,15700,TheHeleeee,164,180,133,152,0,0
633,15800,TheHeleeee,165,181,134,153,0,0
637,15900,TheHeleeee,166,182,135,154,0,0
641,16000,TheHeleeee,168,184,136,155,0,0
645,16100,TheHeleeee,169,185,136,156,0,0
649,16200,TheHeleeee,170,186,137,157,0,0
653,16300,TheHeleeee,171,187,138,158,0,0
657,16400,TheHeleeee,172,188,139,159,0,0
661,16500,TheHeleeee,173,189,140,160,0,0
665,16600,TheHeleeee,174,190,141,161,0,0
669,16700,TheHeleeee,175,192,141,161,1,0
673,16800,TheHeleeee,176,193,142,162,1,0
677,16900,TheHeleeee,177,194,143,163,1,0
681,17000,TheHeleeee,178,195,144,164,1,0
685,17100,TheHeleeee,179,196,145,165,1,0
689,17200,TheHeleeee,180,197,146,166,1,0
693,17300,TheHeleeee,181,198,147,167,1,0
697,17400,TheHeleeee,182,200,147,168,1,0
701,17500,TheHeleeee,183,201,148,169,1,0
705,17600,TheHeleeee,184,202,149,170,1,0
709,17700,TheHeleeee,185,203,150,171,1,0
713,17800,TheHeleeee,186,204,151,172,1,0
717,17900,TheHeleeee,187,205,152,173,1,0
721,18000,TheHeleeee,189,207,153,174,1,0
725,18100,TheHeleeee,190,208,153,175,1,0
729,18200,TheHeleeee,191,209,154,176,1,0
733,18300,TheHeleeee,192,210,155,177,1,0
737,18400,TheHeleeee,193,211,156,178,1,0
741,18500,TheHeleeee,194,212,157,179,1,0
745,18600,TheHeleeee,195,213,158,180,1,0
749,18700,TheHeleeee,196,215,158,181,1,0
753,18800,TheHeleeee,197,216,159,182,1,0
757,18900,TheHeleeee,198,217,160,183,1,0
761,19000,TheHeleeee,199,218,161,184,1,0
765,19100,TheHeleeee,200,219,162,185,1,0
769,19200,TheHeleeee,201,220,163,186,1,0
773,19300,TheHeleeee,202,221,164,187,1,0
777,19400,TheHeleeee,203,223,164,188,1,0
781,19500,TheHeleeee,204,224,165,189,1,0
785,19600,TheHeleeee,205,225,166,190,1,0
789,19700,TheHeleeee,206,226,167,191,1,0
793,19800,TheHeleeee,207,227,168,192,1,0
797,19900,TheHeleeee,208,228,169,193,1,0
801,20000,TheHeleeee,210,230,170,194,1,0
805,20100,TheHeleeee,211,231,170,194,1,0
809,20200,TheHeleeee,212,232,171,195,1,0
813,20300,TheHeleeee,213,233,172,196,1,0
817,20400,TheHeleeee,214,234,173,197,1,0
821,20500,TheHeleeee,215,235,174,198,1,0
825,20600,TheHeleeee,216,236,175,199,1,0
829,20700,TheHeleeee,217,238,175,200,1,0
833,20800,TheHeleeee,218,239,176,201,1,0
837,20900,TheHeleeee,219,240,177,202,1,0
841,21000,TheHeleeee,220,241,178,203,1,0
845,21100,TheHeleeee,221,242,179,204,1,0
849,21200,TheHeleeee,222,243,180,205,1,0
853,21300,TheHeleeee,223,244,181,206,1,0
857,21400,TheHeleeee,224,246,181,207,1,0
861,21500,TheHeleeee,225,247,182,208,1,0
865,21600,TheHeleeee,226,248,183,209,1,0
869,21700,TheHeleeee,227,249,184,210,1,0
873,21800,TheHeleeee,228,250,185,211,1,0
877,21900,TheHeleeee,229,251,186,212,1,0
881,22000,TheHeleeee,231,252,187,213,1,0
885,22100,TheHeleeee,232,254,187,214,1,0
889,22200,TheHeleeee,233,255,188,215,1,0
893,22300,TheHeleeee,234,256,189,216,1,0
897,22400,TheHeleeee,235,257,190,217,1,0
901,22500,TheHeleeee,236,258,191,218,1,0
905,22600,TheHeleeee,237,259,192,219,1,0
909,22700,TheHeleeee,238,261,192,220,1,0
913,22800,TheHeleeee,239,262,193,221,1,0
917,22900,TheHeleeee,240,263,194,222,1,0
921,23000,TheHeleeee,241,264,195,223,1,0
925,23100,TheHeleeee,242,265,196,224,1,0
929,23200,TheHeleeee,243,266,197,225,1,0
933,23300,TheHeleeee,244,267,198,226,1,0
937,23400,TheHeleeee,245,269,198,226,1,0
941,23500,TheHeleeee,246,270,199,227,1,0
945,23600,TheHeleeee,247,271,200,228,1,0
949,23700,TheHeleeee,248,272,201,229,1,0
953,23800,TheHeleeee,249,273,202,230,1,0
957,23900,TheHeleeee,250,274,203,231,1,0
961,24000,TheHeleeee,252,275,204,232,1,0
965,24100,TheHeleeee,253,277,204,233,1,0
969,24200,TheHeleeee,254,278,205,234,1,0
973,24300,TheHeleeee,255,279,206,235,1,0
977,24400,TheHeleeee,256,280,207,236,1,0
981,24500,TheHeleeee,257,281,208,237,1,0
985,24600,TheHeleeee,258,282,209,238,1,0
989,24700,TheHeleeee,259,284,209,239,1,0
993,24800,TheHeleeee,260,285,210,240,1,0
997,24900,TheHeleeee,261,286,211,241,1,0
1001,25000,TheHeleeee,262,287,212,242,1,0
1005,25100,TheHeleeee,263,288,213,243,1,0
1009,25200,TheHeleeee,264,289,214,244,1,0
1013,25300,TheHeleeee,265,290,215,245,1,0
1017,25400,TheHeleeee,266,292,215,246,1,0
1021,25500,TheHeleeee,267,293,216,247,1,0
1025,25600,TheHeleeee,268,294,217,248,1,0
1029,25700,TheHeleeee,269,295,218,249,1,0
1033,25800,TheHeleeee,270,296,219,250,1,0
1037,25900,TheHeleeee,271,297,220,251,1,0
1041,26000,TheHeleeee,273,298,221,252,1,0
1045,26100,TheHeleeee,274,300,221,253,1,0
1049,26200,TheHeleeee,275,301,222,254,1,0
1053,26300,TheHeleeee,276,302,223,255,1,0
1057,26400,TheHeleeee,277,303,224,256,1,0
1061,26500,TheHeleeee,278,304,225,257,1,0
1065,26600,TheHeleeee,279,305,226,258,1,0
1069,26700,TheHeleeee,280,307,226,258,1,0
1073,26800,TheHeleeee,281,308,227,259,1,0
1077,26900,TheHeleeee,282,309,228,260,1,0
1081,27000,TheHeleeee,283,310,229,261,1,0
1085,27100,TheHeleeee,284,311,230,262,1,0
1089,27200,TheHeleeee,285,312,231,263,1,0
1093,27300,TheHeleeee,286,313,232,264,1,0
1097,27400,TheHeleeee,287,315,232,265,1,0
1101,27500,TheHeleeee,288,316,233,266,1,0
1105,27600,TheHeleeee,289,317,234,267,1,0
1109,27700,TheHeleeee,290,318,235,268,1,0
1113,27800,TheHeleeee,291,319,236,269,1,0
1117,27900,TheHeleeee,292,320,237,270,1,0
1121,28000,TheHeleeee,294,321,238,271,1,0
1125,28100,TheHeleeee,295,323,238,272,1,0
1129,28200,TheHeleeee,296,324,239,273,1,0
1133,28300,TheHeleeee,297,325,240,274,1,0
1137,28400,TheHeleeee,298,326,241,275,1,0
1141,28500,TheHeleeee,299,327,242,276,1,0
1145,28600,TheHeleeee,300,328,243,277,1,0
1149,28700,TheHeleeee,301,330,243,278,1,0
1153,28800,TheHeleeee,302,331,244,279,1,0
1157,28900,TheHeleeee,303,332,245,280,1,0
1161,29000,TheHeleeee,304,333,246,281,1,0
1165,29100,TheHeleeee,305,334,247,282,1,0
1169,29200,TheHeleeee,306,335,248,283,1,0
1173,29300,TheHeleeee,307,336,249,284,1,0
1177,29400,TheHeleeee,308,338,249,285,1,0
1181,29500,TheHeleeee,309,339,250,286,1,0
1185,29600,TheHeleeee,310,340,251,287,1,0
1189,29700,TheHeleeee,311,341,252,288,1,0
1193,29800,TheHeleeee,312,342,253,289,1,0
1197,29900,TheHeleeee,313,343,254,290,1,0
1201,30000,TheHeleeee,315,345,255,291,1,0
1205,30100,TheHeleeee,316,346,255,291,1,0
1209,30200,TheHeleeee,317,347,256,292,1,0
1213,30300,TheHeleeee,318,348,257,293,1,0
1217,30400,TheHeleeee,319,349,258,294,1,0
1221,30500,TheHeleeee,320,350,259,295,1,0
1225,30600,TheHeleeee,321,351,260,296,1,0
1229,30700,TheHeleeee,322,353,260,297,1,0
1233,30800,TheHeleeee,323,354,261,298,1,0
1237,30900,TheHeleeee,324,355,262,299,1,0
1241,31000,TheHeleeee,325,356,263,300,1,0
1245,31100,TheHeleeee,326,357,264,301,1,0
1249,31200,TheHeleeee,327,358,265,302,1,0
1253,31300,TheHeleeee,328,359,266,303,1,0
1257,31400,TheHeleeee,329,361,266,304,1,0
1261,31500,TheHeleeee,330,362,267,305,1,0
1265,31600,TheHeleeee,331,363,268,306,1,0
1269,31700,TheHeleeee,332,364,269,307,1,0
1273,31800,TheHeleeee,333,365,270,308,1,0
1277,31900,TheHeleeee,334,366,271,309,1,0
1281,32000,TheHeleeee,336,368,272,310,1,0
1285,32100,TheHeleeee,337,369,272,311,1,0
1289,32200,TheHeleeee,338,370,273,312,1,0
1293,32300,TheHeleeee,339,371,274,313,1,0
1297,32400,TheHeleeee,340,372,275,314,1,0
1301,32500,TheHeleeee,341,373,276,315,1,0
1305,32600,TheHeleeee,342,374,277,316,1,0
1309,32700,TheHeleeee,343,376,277,317,1,0
1313,32800,TheHeleeee,344,377,278,318,1,0
1317,32900,TheHeleeee,345,378,279,319,1,0
1321,33000,TheHeleeee,346,379,280,320,1,0
1325,33100,TheHeleeee,347,380,281,321,1,0
1329,33200,TheHeleeee,348,381,282,322,1,0
1333,33300,TheHeleeee,349,382,283,323,1,0
1337,33400,TheHeleeee,350,384,283,323,2,0
1341,33500,TheHeleeee,351,385,284,324,2,0
1345,33600,TheHeleeee,352,386,285,325,2,0
1349,33700,TheHeleeee,353,387,286,326,2,0
1353,33800,TheHeleeee,354,388,287,327,2,0
1357,33900,TheHeleeee,355,389,288,328,2,0
1361,34000,TheHeleeee,357,391,289,329,2,0
1365,34100,TheHeleeee,358,392,289,330,2,0
1369,34200,TheHeleeee,359,393,290,331,2,0
1373,34300,TheHeleeee,360,394,291,332,2,0
1377,34400,TheHeleeee,361,395,292,333,2,0
1381,34500,TheHeleeee,362,396,293,334,2,0
1385,34600,TheHeleeee,363,397,294,335,2,0
1389,34700,TheHeleeee,364,399,294,336,2,0
1393,34800,TheHeleeee,365,400,295,337,2,0
1397,34900,TheHeleeee,366,401,296,338,2,0
1401,35000,TheHeleeee,367,402,297,339,2,0
1405,35100,TheHeleeee,368,403,298,340,2,0
1409,35200,TheHeleeee,369,404,299,341,2,0
1413,35300,TheHeleeee,370,405,300,342,2,0
1417,35400,TheHeleeee,371,407,300,343,2,0
1421,35500,TheHeleeee,372,408,301,344,2,0
1425,35600,TheHeleeee,373,409,302,345,2,0
1429,35700,TheHeleeee,374,410,303,346,2,0
1433,35800,TheHeleeee,375,411,304,347,2,0
1437,35900,TheHeleeee,376,412,305,348,2,0
1441,36000,TheHeleeee,378,414,306,349,2,0
1445,36100,TheHeleeee,379,415,306,350,2,0
1449,36200,TheHeleeee,380,416,307,351,2,0
1453,36300,TheHeleeee,381,417,308,352,2,0
1457,36400,TheHeleeee,382,418,309,353,2,0
1461,36500,TheHeleeee,383,419,310,354,2,0
1465,36600,TheHeleeee,384,420,311,355,2,0
1469,36700,TheHeleeee,385,422,311,355,2,0
1473,36800,TheHeleeee,386,423,312,356,2,0
1477,36900,TheHeleeee,387,424,313,357,2,0
1481,37000,TheHeleeee,388,425,314,358,2,0
1485,37100,TheHeleeee,389,426,315,359,2,0
1489,37200,TheHeleeee,390,427,316,360,2,0
1493,37300,TheHeleeee,391,428,317,361,2,0
1497,37400,TheHeleeee,392,430,317,362,2,0
1501,37500,TheHeleeee,393,431,318,363,2,0
1505,37600,TheHeleeee,394,432,319,364,2,0
1509,37700,TheHeleeee,395,433,320,365,2,0
1513,37800,TheHeleeee,396,434,321,366,2,0
1517,37900,TheHeleeee,397,435,322,367,2,0
1521,38000,TheHeleeee,399,437,323,368,2,0
1525,38100,TheHeleeee,400,438,323,369,2,0
1529,38200,TheHeleeee,401,439,324,370,2,0
1533,38300,TheHeleeee,402,440,325,371,2,0
1537,38400,TheHeleeee,403,441,326,372,2,0
1541,38500,TheHeleeee,404,442,327,373,2,0
1545,38600,TheHeleeee,405,443,328,374,2,0
1549,38700,TheHeleeee,406,445,328,375,2,0
1553,38800,TheHeleeee,407,446,329,376,2,0
1557,38900,TheHeleeee,408,447,330,377,2,0
1561,39000,TheHeleeee,409,448,331,378,2,0
1565,39100,TheHeleeee,410,449,332,379,2,0
1569,39200,TheHeleeee,411,450,333,380,2,0
1573,39300,TheHeleeee,412,451,334,381,2,0
1577,39400,TheHeleeee,413,453,334,382,2,0
1581,39500,TheHeleeee,414,454,335,383,2,0
1585,39600,TheHeleeee,415,455,336,384,2,0
1589,39700,TheHeleeee,416,456,337,385,2,0
1593,39800,TheHeleeee,417,457,338,386,2,0
1597,39900,TheHeleeee,418,458,339,387,2,0
1601,40000,TheHeleeee,420,460,340,388,2,0
1605,40100,TheHeleeee,421,461,340,388,2,0
1609,40200,TheHeleeee,422,462,341,389,2,0
1613,40300,TheHeleeee,423,463,342,390,2,0
1617,40400,TheHeleeee,424,464,343,391,2,0
1621,40500,TheHeleeee,425,465,344,392,2,0
1625,40600,TheHeleeee,426,466,345,393,2,0
1629,40700,TheHeleeee,427,468,345,394,2,0
1633,40800,TheHeleeee,428,469,346,395,2,0
1637,40900,TheHeleeee,429,470,347,396,2,0
1641,41000,TheHeleeee,430,471,348,397,2,0
1645,41100,TheHeleeee,431,472,349,398,2,0
1649,41200,TheHeleeee,432,473,350,399,2,0
1653,41300,TheHeleeee,433,474,351,400,2,0
1657,41400,TheHeleeee,434,476,351,401,2,0
1661,41500,TheHeleeee,435,477,352,402,2,0
1665,41600,TheHeleeee,436,478,353,403,2,0
1669,41700,TheHeleeee,437,479,354,404,2,0
1673,41800,TheHeleeee,438,480,355,405,2,0
1677,41900,TheHeleeee,439,481,356,406,2,0
1681,42000,TheHeleeee,441,482,357,407,2,0
1685,42100,TheHeleeee,442,484,357,408,2,0
1689,42200,TheHeleeee,443,485,358,409,2,0
1693,42300,TheHeleeee,444,486,359,410,2,0
1697,42400,TheHeleeee,445,487,360,411,2,0
1701,42500,TheHeleeee,446,488,361,412,2,0
1705,42600,TheHeleeee,447,489,362,413,2,0
1709,42700,TheHeleeee,448,491,362,414,2,0
1713,42800,TheHeleeee,449,492,363,415,2,0
1717,42900,TheHeleeee,450,493,364,416,2,0
1721,43000,TheHeleeee,451,494,365,417,2,0
1725,43100,TheHeleeee,452,495,366,418,2,0
1729,43200,TheHeleeee,453,496,367,419,2,0
1733,43300,TheHeleeee,454,497,368,420,2,0
1737,43400,TheHeleeee,455,499,368,420,2,0
1741,43500,TheHeleeee,456,500,369,421,2,0
1745,43600,TheHeleeee,457,501,370,422,2,0
1749,43700,TheHeleeee,458,502,371,423,2,0
1753,43800,TheHeleeee,459,503,372,424,2,0
1757,43900,TheHeleeee,460,504,373,425,2,0
1761,44000,TheHeleeee,462,505,374,426,2,0
1765,44100,TheHeleeee,463,507,374,427,2,0
1769,44200,TheHeleeee,464,508,375,428,2,0
1773,44300,TheHeleeee,465,509,376,429,2,0
1777,44400,TheHeleeee,466,510,377,430,2,0
1781,44500,TheHeleeee,467,511,378,431,2,0
1785,44600,TheHeleeee,468,512,379,432,2,0
1789,44700,TheHeleeee,469,514,379,433,2,0
1793,44800,TheHeleeee,470,515,380,434,2,0
1797,44900,TheHeleeee,471,516,381,435,2,0
1801,45000,TheHeleeee,472,517,382,436,2,0
1805,45100,TheHeleeee,473,518,383,437,2,0
1809,45200,TheHeleeee,474,519,384,438,2,0
1813,45300,TheHeleeee,475,520,385,439,2,0
1817,45400,TheHeleeee,476,522,385,440,2,0
1821,45500,TheHeleeee,477,523,386,441,2,0
1825,45600,TheHeleeee,478,524,387,442,2,0
1829,45700,TheHeleeee,479,525,388,443,2,0
1833,45800,TheHeleeee,480,526,389,444,2,0
1837,45900,TheHeleeee,481,527,390,445,2,0
1841,46000,TheHeleeee,483,528,391,446,2,0
1845,46100,TheHeleeee,484,530,391,447,2,0
1849,46200,TheHeleeee,485,531,392,448,2,0
1853,46300,TheHeleeee,486,532,393,449,2,0
1857,46400,TheHeleeee,487,533,394,450,2,0
1861,46500,TheHeleeee,488,534,395,451,2,0
1865,46600,TheHeleeee,489,535,396,452,2,0
1869,46700,TheHeleeee,490,537,396,452,2,0
1873,46800,TheHeleeee,491,538,397,453,2,0
1877,46900,TheHeleeee,492,539,398,454,2,0
1881,47000,TheHeleeee,493,540,399,455,2,0
1885,47100,TheHeleeee,494,541,400,456,2,0
1889,47200,TheHeleeee,495,542,401,457,2,0
1893,47300,TheHeleeee,496,543,402,458,2,0
1897,47400,TheHeleeee,497,545,402,459,2,0
1901,47500,TheHeleeee,498,546,403,460,2,0
1905,47600,TheHeleeee,499,547,404,461,2,0
1909,47700,TheHeleeee,500,548,405,462,2,0
1913,47800,TheHeleeee,501,549,406,463,2,0
1917,47900,TheHeleeee,502,550,407,464,2,0
1921,48000,TheHeleeee,504,551,408,465,2,0
1925,48100,TheHeleeee,505,553,408,466,2,0
1929,48200,TheHeleeee,506,554,409,467,2,0
1933,48300,TheHeleeee,507,555,410,468,2,0
1937,48400,TheHeleeee,508,556,411,469,2,0
1941,48500,TheHeleeee,509,557,412,470,2,0
1945,48600,TheHeleeee,510,558,413,471,2,0
1949,48700,TheHeleeee,511,560,413,472,2,0
1953,48800,TheHeleeee,512,561,414,473,2,0
1957,48900,TheHeleeee,513,562,415,474,2,0
1961,49000,TheHeleeee,514,563,416,475,2,0
1965,49100,TheHeleeee,515,564,417,476,2,0
1969,49200,TheHeleeee,516,565,418,477,2,0
1973,49300,TheHeleeee,517,566,419,478,2,0
1977,49400,TheHeleeee,518,568,419,479,2,0
1981,49500,TheHeleeee,519,569,420,480,2,0
1985,49600,TheHeleeee,520,570,421,481,2,0
1989,49700,TheHeleeee,521,571,422,482,2,0
1993,49800,TheHeleeee,522,572,423,483,2,0
1997,49900,TheHeleeee,523,573,424,484,2,0
2001,50000,TheHeleeee,525,574,425,485,3,1
2005,50100,TheHeleeee,526,576,425,485,3,1
2009,50200,TheHeleeee,527,577,426,486,3,1
2013,50300,TheHeleeee,528,578,427,487,3,1
2017,50400,TheHeleeee,529,579,428,488,3,1
2021,50500,TheHeleeee,530,580,429,489,3,1
2025,50600,TheHeleeee,531,581,430,490,3,1
2029,50700,TheHeleeee,532,583,430,491,3,1
2033,50800,TheHeleeee,533,584,431,492,3,1
2037,50900,TheHeleeee,534,585,432,493,3,1
2041,51000,TheHeleeee,535,586,433,494,3,1
2045,51100,TheHeleeee,536,587,434,495,3,1
2049,51200,TheHeleeee,537,588,435,496,3,1
2053,51300,TheHeleeee,538,589,436,497,3,1
2057,51400,TheHeleeee,539,591,436,498,3,1
2061,51500,TheHeleeee,540,592,437,499,3,1
2065,51600,TheHeleeee,541,593,438,500,3,1
2069,51700,TheHeleeee,542,594,439,501,3,1
2073,51800,TheHeleeee,543,595,440,502,3,1
2077,51900,TheHeleeee,544,596,441,503,3,1
2081,52000,TheHeleeee,546,597,442,504,3,1
2085,52100,TheHeleeee,547,599,442,505,3,1
2089,52200,TheHeleeee,548,600,443,506,3,1
2093,52300,TheHeleeee,549,601,444,507,3,1
2097,52400,TheHeleeee,550,602,445,508,3,1
2101,52500,TheHeleeee,551,603,446,509,3,1
2105,52600,TheHeleeee,552,604,447,510,3,1
2109,52700,TheHeleeee,553,606,447,511,3,1
2113,52800,TheHeleeee,554,607,448,512,3,1
2117,52900,TheHeleeee,555,608,449,513,3,1
2121,53000,TheHeleeee,556,609,450,514,3,1
2125,53100,TheHeleeee,557,610,451,515,3,1
2129,53200,TheHeleeee,558,611,452,516,3,1
2133,53300,TheHeleeee,559,612,453,517,3,1
2137,53400,TheHeleeee,560,614,453,517,3,1
2141,53500,TheHeleeee,561,615,454,518,3,1
2145,53600,TheHeleeee,562,616,455,519,3,1
2149,53700,TheHeleeee,563,617,456,520,3,1
2153,53800,TheHeleeee,564,618,457,521,3,1
2157,53900,TheHeleeee,565,619,458,522,3,1
2161,54000,TheHeleeee,567,620,459,523,3,1
2165,54100,TheHeleeee,568,622,459,524,3,1
2169,54200,TheHeleeee,569,623,460,525,3,1
2173,54300,TheHeleeee,570,624,461,526,3,1
2177,54400,TheHeleeee,571,625,462,527,3,1
2181,54500,TheHeleeee,572,626,463,528,3,1
