,time,player,wood,food,gold,stone,vils,mils
163,4000,Mr.Gold,41,40,44,30,0,0
167,4100,Mr.Gold,42,41,45,30,0,0
171,4200,Mr.Gold,43,42,46,31,0,0
175,4300,Mr.Gold,44,43,47,32,0,0
179,4400,Mr.Gold,45,44,48,33,0,0
183,4500,Mr.Gold,46,45,49,33,0,0
187,4600,Mr.Gold,47,46,50,34,0,0
191,4700,Mr.Gold,48,47,51,35,0,0
195,4800,Mr.Gold,49,48,52,36,0,0
199,4900,Mr.Gold,50,49,53,36,0,0
203,5000,Mr.Gold,51,50,55,37,0,0
207,5100,Mr.Gold,52,51,56,38,0,0
211,5200,Mr.Gold,53,52,57,39,0,0
215,5300,Mr.Gold,54,53,58,39,0,0
219,5400,Mr.Gold,55,54,59,40,0,0
223,5500,Mr.Gold,56,55,60,41,0,0
227,5600,Mr.Gold,57,56,61,42,0,0
231,5700,Mr.Gold,58,57,62,42,0,0
235,5800,Mr.Gold,59,58,63,43,0,0
239,5900,Mr.Gold,60,59,64,44,0,0
243,6000,Mr.Gold,61,60,66,45,0,0
247,6100,Mr.Gold,62,61,67,45,0,0
251,6200,Mr.Gold,63,62,68,46,0,0
255,6300,Mr.Gold,64,63,69,47,0,0
259,6400,Mr.Gold,65,64,70,48,0,0
263,6500,Mr.Gold,66,65,71,48,0,0
267,6600,Mr.Gold,67,66,72,49,0,0
271,6700,Mr.Gold,69,67,73,50,0,0
275,6800,Mr.Gold,70,68,74,51,0,0
279,6900,Mr.Gold,71,69,75,51,0,0
283,7000,Mr.Gold,72,70,77,52,0,0
287,7100,Mr.Gold,73,71,78,53,0,0
291,7200,Mr.Gold,74,72,79,54,0,0
295,7300,Mr.Gold,75,73,80,54,0,0
299,7400,Mr.Gold,76,74,81,55,0,0
303,7500,Mr.Gold,77,75,82,56,0,0
307,7600,Mr.Gold,78,76,83,57,0,0
311,7700,Mr.Gold,79,77,84,57,0,0
315,7800,Mr.Gold,80,78,85,58,0,0
319,7900,Mr.Gold,81,79,86,59,0,0
323,8000,Mr.Gold,82,80,88,60,0,0
327,8100,Mr.Gold,83,81,89,60,0,0
331,8200,Mr.Gold,84,82,90,61,0,0
335,8300,Mr.Gold,85,83,91,62,0,0
339,8400,Mr.Gold,86,84,92,63,0,0
343,8500,Mr.Gold,87,85,93,63,0,0
347,8600,Mr.Gold,88,86,94,64,0,0
351,8700,Mr.Gold,89,87,95,65,0,0
355,8800,Mr.Gold,90,88,96,66,0,0
359,8900,Mr.Gold,91,89,97,66,0,0
363,9000,Mr.Gold,92,90,99,67,0,0
367,9100,Mr.Gold,93,91,100,68,0,0
371,9200,Mr.Gold,94,92,101,69,0,0
375,9300,Mr.Gold,95,93,102,69,0,0
379,9400,Mr.Gold,96,94,103,70,0,0
383,9500,Mr.Gold,97,95,104,71,0,0
387,9600,Mr.Gold,98,96,105,72,0,0
391,9700,Mr.Gold,99,97,106,72,0,0
395,9800,Mr.Gold,100,98,107,73,0,0
399,9900,Mr.Gold,101,99,108,74,0,0
403,10000,Mr.Gold,103,100,110,75,0,0
407,10100,Mr.Gold,104,101,111,75,0,0
411,10200,Mr.Gold,105,102,112,76,0,0
415,10300,Mr.Gold,106,103,113,77,0,0
419,10400,Mr.Gold,107,104,114,78,0,0
423,10500,Mr.Gold,108,105,115,78,0,0
427,10600,Mr.Gold,109,106,116,79,0,0
431,10700,Mr.Gold,110,107,117,80,0,0
435,10800,Mr.Gold,111,108,118,81,0,0
439,10900,Mr.Gold,112,109,119,81,0,0
443,11000,Mr.Gold,113,110,121,82,0,0
447,11100,Mr.Gold,114,111,122,83,0,0
451,11200,Mr.Gold,115,112,123,84,0,0
455,11300,Mr.Gold,116,113,124,84,0,0
459,11400,Mr.Gold,117,114,125,85,0,0
463,11500,Mr.Gold,118,115,126,86,0,0
467,11600,Mr.Gold,119,116,127,87,0,0
471,11700,Mr.Gold,120,117,128,87,0,0
475,11800,Mr.Gold,121,118,129,88,0,0
479,11900,Mr.Gold,122,119,130,89,0,0
483,12000,Mr.Gold,123,120,132,90,0,0
487,12100,Mr.Gold,124,121,133,90,0,0
491,12200,Mr.Gold,125,122,134,91,0,0
495,12300,Mr.Gold,126,123,135,92,0,0
499,12400,Mr.Gold,127,124,136,93,0,0
503,12500,Mr.Gold,128,125,137,93,0,0
507,12600,Mr.Gold,129,126,138,94,0,0
511,12700,Mr.Gold,130,127,139,95,0,0
515,12800,Mr.Gold,131,128,140,96,0,0
519,12900,Mr.Gold,132,129,141,96,0,0
523,13000,Mr.Gold,133,130,143,97,0,0
527,13100,Mr.Gold,134,131,144,98,0,0
531,13200,Mr.Gold,135,132,145,99,0,0
535,13300,Mr.Gold,136,133,146,99,0,0
539,13400,Mr.Gold,138,134,147,100,0,0
543,13500,Mr.Gold,139,135,148,101,0,0
547,13600,Mr.Gold,140,136,149,102,0,0
551,13700,Mr.Gold,141,137,150,102,0,0
555,13800,Mr.Gold,142,138,151,103,0,0
559,13900,Mr.Gold,143,139,152,104,0,0
563,14000,Mr.Gold,144,140,154,105,0,0
567,14100,Mr.Gold,145,141,155,105,0,0
571,14200,Mr.Gold,146,142,156,106,0,0
575,14300,Mr.Gold,147,143,157,107,0,0
579,14400,Mr.Gold,148,144,158,108,0,0
583,14500,Mr.Gold,149,145,159,108,0,0
587,14600,Mr.Gold,150,146,160,109,0,0
591,14700,Mr.Gold,151,147,161,110,0,0
595,14800,Mr.Gold,152,148,162,111,0,0
599,14900,Mr.Gold,153,149,163,111,0,0
603,15000,Mr.Gold,154,150,165,112,0,0
607,15100,Mr.Gold,155,151,166,113,0,0
611,15200,Mr.Gold,156,152,167,114,0,0
615,15300,Mr.Gold,157,153,168,114,0,0
619,15400,Mr.Gold,158,154,169,115,0,0
623,15500,Mr.Gold,159,155,170,116,0,0
627,15600,Mr.Gold,160,156,171,117,0,0
631,15700,Mr.Gold,161,157,172,117,0,0
635,15800,Mr.Gold,162,158,173,118,0,0
639,15900,Mr.Gold,163,159,174,119,0,0
643,16000,Mr.Gold,164,160,176,120,0,0
647,16100,Mr.Gold,165,161,177,120,0,0
651,16200,Mr.Gold,166,162,178,121,0,0
655,16300,Mr.Gold,167,163,179,122,0,0
659,16400,Mr.Gold,168,164,180,123,0,0
663,16500,Mr.Gold,169,165,181,123,0,0
667,16600,Mr.Gold,170,166,182,124,0,0
671,16700,Mr.Gold,172,167,183,125,0,0
675,16800,Mr.Gold,173,168,184,126,0,0
679,16900,Mr.Gold,174,169,185,126,0,0
683,17000,Mr.Gold,175,170,187,127,0,0
687,17100,Mr.Gold,176,171,188,128,0,0
691,17200,Mr.Gold,177,172,189,129,0,0
695,17300,Mr.Gold,178,173,190,129,0,0
699,17400,Mr.Gold,179,174,191,130,0,0
703,17500,Mr.Gold,180,175,192,131,0,0
707,17600,Mr.Gold,181,176,193,132,0,0
711,17700,Mr.Gold,182,177,194,132,0,0
715,17800,Mr.Gold,183,178,195,133,0,0
719,17900,Mr.Gold,184,179,196,134,0,0
723,18000,Mr.Gold,185,180,198,135,0,0
727,18100,Mr.Gold,186,181,199,135,0,0
731,18200,Mr.Gold,187,182,200,136,0,0
735,18300,Mr.Gold,188,183,201,137,0,0
739,18400,Mr.Gold,189,184,202,138,0,0
743,18500,Mr.Gold,190,185,203,138,0,0
747,18600,Mr.Gold,191,186,204,139,0,0
751,18700,Mr.Gold,192,187,205,140,0,0
755,18800,Mr.Gold,193,188,206,141,0,0
759,18900,Mr.Gold,194,189,207,141,0,0
763,19000,Mr.Gold,195,190,209,142,0,0
767,19100,Mr.Gold,196,191,210,143,0,0
771,19200,Mr.Gold,197,192,211,144,0,0
775,19300,Mr.Gold,198,193,212,144,0,0
779,19400,Mr.Gold,199,194,213,145,0,0
783,19500,Mr.Gold,200,195,214,146,0,0
787,19600,Mr.Gold,201,196,215,147,0,0
791,19700,Mr.Gold,202,197,216,147,0,0
795,19800,Mr.Gold,203,198,217,148,0,0
799,19900,Mr.Gold,204,199,218,149,0,0
803,20000,Mr.Gold,206,200,220,150,0,0
807,20100,Mr.Gold,207,201,221,150,0,0
811,20200,Mr.Gold,208,202,222,151,0,0
815,20300,Mr.Gold,209,203,223,152,0,0
819,20400,Mr.Gold,210,204,224,153,0,0
823,20500,Mr.Gold,211,205,225,153,0,0
827,20600,Mr.Gold,212,206,226,154,0,0
831,20700,Mr.Gold,213,207,227,155,0,0
835,20800,Mr.Gold,214,208,228,156,0,0
839,20900,Mr.Gold,215,209,229,156,0,0
843,21000,Mr.Gold,216,210,231,157,0,0
847,21100,Mr.Gold,217,211,232,158,0,0
851,21200,Mr.Gold,218,212,233,159,0,0
855,21300,Mr.Gold,219,213,234,159,0,0
859,21400,Mr.Gold,220,214,235,160,0,0
863,21500,Mr.Gold,221,215,236,161,0,0
867,21600,Mr.Gold,222,216,237,162,0,0
871,21700,Mr.Gold,223,217,238,162,0,0
875,21800,Mr.Gold,224,218,239,163,0,0
879,21900,Mr.Gold,225,219,240,164,0,0
883,22000,Mr.Gold,226,220,242,165,0,0
887,22100,Mr.Gold,227,221,243,165,0,0
891,22200,Mr.Gold,228,222,244,166,0,0
895,22300,Mr.Gold,229,223,245,167,0,0
899,22400,Mr.Gold,230,224,246,168,0,0
903,22500,Mr.Gold,231,225,247,168,0,0
907,22600,Mr.Gold,232,226,248,169,0,0
911,22700,Mr.Gold,233,227,249,170,0,0
915,22800,Mr.Gold,234,228,250,171,0,0
919,22900,Mr.Gold,235,229,251,171,0,0
923,23000,Mr.Gold,236,230,253,172,0,0
927,23100,Mr.Gold,237,231,254,173,0,0
931,23200,Mr.Gold,238,232,255,174,0,0
935,23300,Mr.Gold,239,233,256,174,0,0
939,23400,Mr.Gold,241,234,257,175,0,0
943,23500,Mr.Gold,242,235,258,176,0,0
947,23600,Mr.Gold,243,236,259,177,0,0
951,23700,Mr.Gold,244,237,260,177,0,0
955,23800,Mr.Gold,245,238,261,178,0,0
959,23900,Mr.Gold,246,239,262,179,0,0
963,24000,Mr.Gold,247,240,264,180,0,0
967,24100,Mr.Gold,248,241,265,180,0,0
971,24200,Mr.Gold,249,242,266,181,0,0
975,24300,Mr.Gold,250,243,267,182,0,0
979,24400,Mr.Gold,251,244,268,183,0,0
983,24500,Mr.Gold,252,245,269,183,0,0
987,24600,Mr.Gold,253,246,270,184,0,0
991,24700,Mr.Gold,254,247,271,185,0,0
995,24800,Mr.Gold,255,248,272,186,0,0
999,24900,Mr.Gold,256,249,273,186,0,0
1003,25000,Mr.Gold,257,250,275,187,1,1
1007,25100,Mr.Gold,258,251,276,188,1,1
1011,25200,Mr.Gold,259,252,277,189,1,1
1015,25300,Mr.Gold,260,253,278,189,1,1
1019,25400,Mr.Gold,261,254,279,190,1,1
1023,25500,Mr.Gold,262,255,280,191,1,1
1027,25600,Mr.Gold,263,256,281,192,1,1
1031,25700,Mr.Gold,264,257,282,192,1,1
1035,25800,Mr.Gold,265,258,283,193,1,1
1039,25900,Mr.Gold,266,259,284,194,1,1
1043,26000,Mr.Gold,267,260,286,195,1,1
1047,26100,Mr.Gold,268,261,287,195,1,1
1051,26200,Mr.Gold,269,262,288,196,1,1
1055,26300,Mr.Gold,270,263,289,197,1,1
1059,26400,Mr.Gold,271,264,290,198,1,1
1063,26500,Mr.Gold,272,265,291,198,1,1
1067,26600,Mr.Gold,273,266,292,199,1,1
1071,26700,Mr.Gold,275,267,293,200,1,1
1075,26800,Mr.Gold,276,268,294,201,1,1
1079,26900,Mr.Gold,277,269,295,201,1,1
1083,27000,Mr.Gold,278,270,297,202,1,1
1087,27100,Mr.Gold,279,271,298,203,1,1
1091,27200,Mr.Gold,280,272,299,204,1,1
1095,27300,Mr.Gold,281,273,300,204,1,1
1099,27400,Mr.Gold,282,274,301,205,1,1
1103,27500,Mr.Gold,283,275,302,206,1,1
1107,27600,Mr.Gold,284,276,303,207,1,1
1111,27700,Mr.Gold,285,277,304,207,1,1
1115,27800,Mr.Gold,286,278,305,208,1,1
1119,27900,Mr.Gold,287,279,306,209,1,1
1123,28000,Mr.Gold,288,280,308,210,1,1
1127,28100,Mr.Gold,289,281,309,210,1,1
1131,28200,Mr.Gold,290,282,310,211,1,1
1135,28300,Mr.Gold,291,283,311,212,1,1
1139,28400,Mr.Gold,292,284,312,213,1,1
1143,28500,Mr.Gold,293,285,313,213,1,1
1147,28600,Mr.Gold,294,286,314,214,1,1
1151,28700,Mr.Gold,295,287,315,215,1,1
1155,28800,Mr.Gold,296,288,316,216,1,1
1159,28900,Mr.Gold,297,289,317,216,1,1
1163,29000,Mr.Gold,298,290,319,217,1,1
1167,29100,Mr.Gold,299,291,320,218,1,1
1171,29200,Mr.Gold,300,292,321,219,1,1
1175,29300,Mr.Gold,301,293,322,219,1,1
1179,29400,Mr.Gold,302,294,323,220,1,1
1183,29500,Mr.Gold,303,295,324,221,1,1
1187,29600,Mr.Gold,304,296,325,222,1,1
1191,29700,Mr.Gold,305,297,326,222,1,1
1195,29800,Mr.Gold,306,298,327,223,1,1
1199,29900,Mr.Gold,307,299,328,224,1,1
1203,30000,Mr.Gold,309,300,330,225,1,1
1207,30100,Mr.Gold,310,301,331,225,1,1
1211,30200,Mr.Gold,311,302,332,226,1,1
1215,30300,Mr.Gold,312,303,333,227,1,1
1219,30400,Mr.Gold,313,304,334,228,1,1
1223,30500,Mr.Gold,314,305,335,228,1,1
1227,30600,Mr.Gold,315,306,336,229,1,1
1231,30700,Mr.Gold,316,307,337,230,1,1
1235,30800,Mr.Gold,317,308,338,231,1,1
1239,30900,Mr.Gold,318,309,339,231,1,1
1243,31000,Mr.Gold,319,310,341,232,1,1
1247,31100,Mr.Gold,320,311,342,233,1,1
1251,31200,Mr.Gold,321,312,343,234,1,1
1255,31300,Mr.Gold,322,313,344,234,1,1
1259,31400,Mr.Gold,323,314,345,235,1,1
1263,31500,Mr.Gold,324,315,346,236,1,1
1267,31600,Mr.Gold,325,316,347,237,1,1
1271,31700,Mr.Gold,326,317,348,237,1,1
1275,31800,Mr.Gold,327,318,349,238,1,1
1279,31900,Mr.Gold,328,319,350,239,1,1
1283,32000,Mr.Gold,329,320,352,240,1,1
1287,32100,Mr.Gold,330,321,353,240,1,1
1291,32200,Mr.Gold,331,322,354,241,1,1
1295,32300,Mr.Gold,332,323,355,242,1,1
1299,32400,Mr.Gold,333,324,356,243,1,1
1303,32500,Mr.Gold,334,325,357,243,1,1
1307,32600,Mr.Gold,335,326,358,244,1,1
1311,32700,Mr.Gold,336,327,359,245,1,1
1315,32800,Mr.Gold,337,328,360,246,1,1
1319,32900,Mr.Gold,338,329,361,246,1,1
1323,33000,Mr.Gold,339,330,363,247,1,1
1327,33100,Mr.Gold,340,331,364,248,1,1
1331,33200,Mr.Gold,341,332,365,249,1,1
1335,33300,Mr.Gold,342,333,366,249,1,1
1339,33400,Mr.Gold,344,334,367,250,1,1
1343,33500,Mr.Gold,345,335,368,251,1,1
1347,33600,Mr.Gold,346,336,369,252,1,1
1351,33700,Mr.Gold,347,337,370,252,1,1
1355,33800,Mr.Gold,348,338,371,253,1,1
1359,33900,Mr.Gold,349,339,372,254,1,1
1363,34000,Mr.Gold,350,340,374,255,1,1
1367,34100,Mr.Gold,351,341,375,255,1,1
1371,34200,Mr.Gold,352,342,376,256,1,1
1375,34300,Mr.Gold,353,343,377,257,1,1
1379,34400,Mr.Gold,354,344,378,258,1,1
1383,34500,Mr.Gold,355,345,379,258,1,1
1387,34600,Mr.Gold,356,346,380,259,1,1
1391,34700,Mr.Gold,357,347,381,260,1,1
1395,34800,Mr.Gold,358,348,382,261,1,1
1399,34900,Mr.Gold,359,349,383,261,1,1
1403,35000,Mr.Gold,360,350,385,262,1,1
1407,35100,Mr.Gold,361,351,386,263,1,1
1411,35200,Mr.Gold,362,352,387,264,1,1
1415,35300,Mr.Gold,363,353,388,264,1,1
1419,35400,Mr.Gold,364,354,389,265,1,1
1423,35500,Mr.Gold,365,355,390,266,1,1
1427,35600,Mr.Gold,366,356,391,267,1,1
1431,35700,Mr.Gold,367,357,392,267,1,1
1435,35800,Mr.Gold,368,358,393,268,1,1
1439,35900,Mr.Gold,369,359,394,269,1,1
1443,36000,Mr.Gold,370,360,396,270,1,1
1447,36100,Mr.Gold,371,361,397,270,1,1
1451,36200,Mr.Gold,372,362,398,271,1,1
1455,36300,Mr.Gold,373,363,399,272,1,1
1459,36400,Mr.Gold,374,364,400,273,1,1
1463,36500,Mr.Gold,375,365,401,273,1,1
1467,36600,Mr.Gold,376,366,402,274,1,1
1471,36700,Mr.Gold,378,367,403,275,1,1
1475,36800,Mr.Gold,379,368,404,276,1,1
1479,36900,Mr.Gold,380,369,405,276,1,1
1483,37000,Mr.Gold,381,370,407,277,1,1
1487,37100,Mr.Gold,382,371,408,278,1,1
1491,37200,Mr.Gold,383,372,409,279,1,1
1495,37300,Mr.Gold,384,373,410,279,1,1
1499,37400,Mr.Gold,385,374,411,280,1,1
1503,37500,Mr.Gold,386,375,412,281,1,1
1507,37600,Mr.Gold,387,376,413,282,1,1
1511,37700,Mr.Gold,388,377,414,282,1,1
1515,37800,Mr.Gold,389,378,415,283,1,1
1519,37900,Mr.Gold,390,379,416,284,1,1
1523,38000,Mr.Gold,391,380,418,285,1,1
1527,38100,Mr.Gold,392,381,419,285,1,1
1531,38200,Mr.Gold,393,382,420,286,1,1
1535,38300,Mr.Gold,394,383,421,287,1,1
1539,38400,Mr.Gold,395,384,422,288,1,1
1543,38500,Mr.Gold,396,385,423,288,1,1
1547,38600,Mr.Gold,397,386,424,289,1,1
1551,38700,Mr.Gold,398,387,425,290,1,1
1555,38800,Mr.Gold,399,388,426,291,1,1
1559,38900,Mr.Gold,400,389,427,291,1,1
1563,39000,Mr.Gold,401,390,429,292,1,1
1567,39100,Mr.Gold,402,391,430,293,1,1
1571,39200,Mr.Gold,403,392,431,294,1,1
1575,39300,Mr.Gold,404,393,432,294,1,1
1579,39400,Mr.Gold,405,394,433,295,1,1
1583,39500,Mr.Gold,406,395,434,296,1,1
1587,39600,Mr.Gold,407,396,435,297,1,1
1591,39700,Mr.Gold,408,397,436,297,1,1
1595,39800,Mr.Gold,409,398,437,298,1,1
1599,39900,Mr.Gold,410,399,438,299,1,1
1603,40000,Mr.Gold,412,400,440,300,1,1
1607,40100,Mr.Gold,413,401,441,300,1,1
1611,40200,Mr.Gold,414,402,442,301,1,1
1615,40300,Mr.Gold,415,403,443,302,1,1
1619,40400,Mr.Gold,416,404,444,303,1,1
1623,40500,Mr.Gold,417,405,445,303,1,1
1627,40600,Mr.Gold,418,406,446,304,1,1
1631,40700,Mr.Gold,419,407,447,305,1,1
1635,40800,Mr.Gold,420,408,448,306,1,1
1639,40900,Mr.Gold,421,409,449,306,1,1
1643,41000,Mr.Gold,422,410,451,307,1,1
1647,41100,Mr.Gold,423,411,452,308,1,1
1651,41200,Mr.Gold,424,412,453,309,1,1
1655,41300,Mr.Gold,425,413,454,309,1,1
1659,41400,Mr.Gold,426,414,455,310,1,1
1663,41500,Mr.Gold,427,415,456,311,1,1
1667,41600,Mr.Gold,428,416,457,312,1,1
1671,41700,Mr.Gold,429,417,458,312,1,1
1675,41800,Mr.Gold,430,418,459,313,1,1
1679,41900,Mr.Gold,431,419,460,314,1,1
1683,42000,Mr.Gold,432,420,462,315,1,1
1687,42100,Mr.Gold,433,421,463,315,1,1
1691,42200,Mr.Gold,434,422,464,316,1,1
1695,42300,Mr.Gold,435,423,465,317,1,1
1699,42400,Mr.Gold,436,424,466,318,1,1
1703,42500,Mr.Gold,437,425,467,318,1,1
1707,42600,Mr.Gold,438,426,468,319,1,1
1711,42700,Mr.Gold,439,427,469,320,1,1
1715,42800,Mr.Gold,440,428,470,321,1,1
1719,42900,Mr.Gold,441,429,471,321,1,1
1723,43000,Mr.Gold,442,430,473,322,1,1
1727,43100,Mr.Gold,443,431,474,323,1,1
1731,43200,Mr.Gold,444,432,475,324,1,1
1735,43300,Mr.Gold,445,433,476,324,1,1
1739,43400,Mr.Gold,447,434,477,325,1,1
1743,43500,Mr.Gold,448,435,478,326,1,1
1747,43600,Mr.Gold,449,436,479,327,1,1
1751,43700,Mr.Gold,450,437,480,327,1,1
1755,43800,Mr.Gold,451,438,481,328,1,1
1759,43900,Mr.Gold,452,439,482,329,1,1
1763,44000,Mr.Gold,453,440,484,330,1,1
1767,44100,Mr.Gold,454,441,485,330,1,1
1771,44200,Mr.Gold,455,442,486,331,1,1
1775,44300,Mr.Gold,456,443,487,332,1,1
1779,44400,Mr.Gold,457,444,488,333,1,1
1783,44500,Mr.Gold,458,445,489,333,1,1
1787,44600,Mr.Gold,459,446,490,334,1,1
1791,44700,Mr.Gold,460,447,491,335,1,1
1795,44800,Mr.Gold,461,448,492,336,1,1
1799,44900,Mr.Gold,462,449,493,336,1,1
1803,45000,Mr.Gold,463,450,495,337,1,1
1807,45100,Mr.Gold,464,451,496,338,1,1
1811,45200,Mr.Gold,465,452,497,339,1,1
1815,45300,Mr.Gold,466,453,498,339,1,1
1819,45400,Mr.Gold,467,454,499,340,1,1
1823,45500,Mr.Gold,468,455,500,341,1,1
1827,45600,Mr.Gold,469,456,501,342,1,1
1831,45700,Mr.Gold,470,457,502,342,1,1
1835,45800,Mr.Gold,471,458,503,343,1,1
1839,45900,Mr.Gold,472,459,504,344,1,1
1843,46000,Mr.Gold,473,460,506,345,1,1
1847,46100,Mr.Gold,474,461,507,345,1,1
1851,46200,Mr.Gold,475,462,508,346,1,1
1855,46300,Mr.Gold,476,463,509,347,1,1
1859,46400,Mr.Gold,477,464,510,348,1,1
1863,46500,Mr.Gold,478,465,511,348,1,1
1867,46600,Mr.Gold,479,466,512,349,1,1
1871,46700,Mr.Gold,481,467,513,350,1,1
1875,46800,Mr.Gold,482,468,514,351,1,1
1879,46900,Mr.Gold,483,469,515,351,1,1
1883,47000,Mr.Gold,484,470,517,352,1,1
1887,47100,Mr.Gold,485,471,518,353,1,1
1891,47200,Mr.Gold,486,472,519,354,1,1
1895,47300,Mr.Gold,487,473,520,354,1,1
1899,47400,Mr.Gold,488,474,521,355,1,1
1903,47500,Mr.Gold,489,475,522,356,1,1
1907,47600,Mr.Gold,490,476,523,357,1,1
1911,47700,Mr.Gold,491,477,524,357,1,1
1915,47800,Mr.Gold,492,478,525,358,1,1
1919,47900,Mr.Gold,493,479,526,359,1,1
1923,48000,Mr.Gold,494,480,528,360,1,1
1927,48100,Mr.Gold,495,481,529,360,1,1
1931,48200,Mr.Gold,496,482,530,361,1,1
1935,48300,Mr.Gold,497,483,531,362,1,1
1939,48400,Mr.Gold,498,484,532,363,1,1
1943,48500,Mr.Gold,499,485,533,363,1,1
1947,48600,Mr.Gold,500,486,534,364,1,1
1951,48700,Mr.Gold,501,487,535,365,1,1
1955,48800,Mr.Gold,502,488,536,366,1,1
1959,48900,Mr.Gold,503,489,537,366,1,1
1963,49000,Mr.Gold,504,490,539,367,1,1
1967,49100,Mr.Gold,505,491,540,368,1,1
1971,49200,Mr.Gold,506,492,541,369,1,1
1975,49300,Mr.Gold,507,493,542,369,1,1
1979,49400,Mr.Gold,508,494,543,370,1,1
1983,49500,Mr.Gold,509,495,544,371,1,1
1987,49600,Mr.Gold,510,496,545,372,1,1
1991,49700,Mr.Gold,511,497,546,372,1,1
1995,49800,Mr.Gold,512,498,547,373,1,1
1999,49900,Mr.Gold,513,499,548,374,1,1
2003,50000,Mr.Gold,515,500,550,375,2,2
2007,50100,Mr.Gold,516,501,551,375,2,2
2011,50200,Mr.Gold,517,502,552,376,2,2
2015,50300,Mr.Gold,518,503,553,377,2,2
2019,50400,Mr.Gold,519,504,554,378,2,2
2023,50500,Mr.Gold,520,505,555,378,2,2
2027,50600,Mr.Gold,521,506,556,379,2,2
2031,50700,Mr.Gold,522,507,557,380,2,2
2035,50800,Mr.Gold,523,508,558,381,2,2
2039,50900,Mr.Gold,524,509,559,381,2,2
2043,51000,Mr.Gold,525,510,561,382,2,2
2047,51100,Mr.Gold,526,511,562,383,2,2
2051,51200,Mr.Gold,527,512,563,384,2,2
2055,51300,Mr.Gold,528,513,564,384,2,2
2059,51400,Mr.Gold,529,514,565,385,2,2
2063,51500,Mr.Gold,530,515,566,386,2,2
2067,51600,Mr.Gold,531,516,567,387,2,2
2071,51700,Mr.Gold,532,517,568,387,2,2
2075,51800,Mr.Gold,533,518,569,388,2,2
2079,51900,Mr.Gold,534,519,570,389,2,2
2083,52000,Mr.Gold,535,520,572,390,2,2
2087,52100,Mr.Gold,536,521,573,390,2,2
2091,52200,Mr.Gold,537,522,574,391,2,2
2095,52300,Mr.Gold,538,523,575,392,2,2
2099,52400,Mr.Gold,539,524,576,393,2,2
2103,52500,Mr.Gold,540,525,577,393,2,2
2107,52600,Mr.Gold,541,526,578,394,2,2
2111,52700,Mr.Gold,542,527,579,395,2,2
2115,52800,Mr.Gold,543,528,580,396,2,2
2119,52900,Mr.Gold,544,529,581,396,2,2
2123,53000,Mr.Gold,545,530,583,397,2,2
2127,53100,Mr.Gold,546,531,584,398,2,2
2131,53200,Mr.Gold,547,532,585,399,2,2
2135,53300,Mr.Gold,548,533,586,399,2,2
2139,53400,Mr.Gold,550,534,587,400,2,2
2143,53500,Mr.Gold,551,535,588,401,2,2
2147,53600,Mr.Gold,552,536,589,402,2,2
2151,53700,Mr.Gold,553,537,590,402,2,2
2155,53800,Mr.Gold,554,538,591,403,2,2
2159,53900,Mr.Gold,555,539,592,404,2,2
2163,54000,Mr.Gold,556,540,594,405,2,2
2167,54100,Mr.Gold,557,541,595,405,2,2
2171,54200,Mr.Gold,558,542,596,406,2,2
2175,54300,Mr.Gold,559,543,597,407,2,2
2179,54400,Mr.Gold,560,544,598,408,2,2
2183,54500,Mr.Gold,561,545,599,408,2,2
