,time,player,wood,food,gold,stone,vils,mils
648,16200,TheMustache,178,194,153,137,0,1
652,16300,TheMustache,179,195,154,138,0,1
656,16400,TheMustache,180,196,155,139,0,1
660,16500,TheMustache,181,198,156,140,0,1
664,16600,TheMustache,182,199,157,141,0,1
668,16700,TheMustache,183,200,158,141,0,1
672,16800,TheMustache,184,201,159,142,0,1
676,16900,TheMustache,185,202,160,143,0,1
680,17000,TheMustache,187,204,161,144,0,1
684,17100,TheMustache,188,205,162,145,0,1
688,17200,TheMustache,189,206,163,146,0,1
692,17300,TheMustache,190,207,164,147,0,1
696,17400,TheMustache,191,208,165,147,0,1
700,17500,TheMustache,192,210,166,148,0,1
704,17600,TheMustache,193,211,167,149,0,1
708,17700,TheMustache,194,212,168,150,0,1
712,17800,TheMustache,195,213,169,151,0,1
716,17900,TheMustache,196,214,170,152,0,1
720,18000,TheMustache,198,216,171,153,0,1
724,18100,TheMustache,199,217,171,153,0,1
728,18200,TheMustache,200,218,172,154,0,1
732,18300,TheMustache,201,219,173,155,0,1
736,18400,TheMustache,202,220,174,156,0,1
740,18500,TheMustache,203,222,175,157,0,1
744,18600,TheMustache,204,223,176,158,0,1
748,18700,TheMustache,205,224,177,158,0,1
752,18800,TheMustache,206,225,178,159,0,1
756,18900,TheMustache,207,226,179,160,0,1
760,19000,TheMustache,209,228,180,161,0,1
764,19100,TheMustache,210,229,181,162,0,1
768,19200,TheMustache,211,230,182,163,0,1
772,19300,TheMustache,212,231,183,164,0,1
776,19400,TheMustache,213,232,184,164,0,1
780,19500,TheMustache,214,234,185,165,0,1
784,19600,TheMustache,215,235,186,166,0,1
788,19700,TheMustache,216,236,187,167,0,1
792,19800,TheMustache,217,237,188,168,0,1
796,19900,TheMustache,218,238,189,169,0,1
800,20000,TheMustache,220,240,190,170,1,1
804,20100,TheMustache,221,241,190,170,1,1
808,20200,TheMustache,222,242,191,171,1,1
812,20300,TheMustache,223,243,192,172,1,1
816,20400,TheMustache,224,244,193,173,1,1
820,20500,TheMustache,225,246,194,174,1,1
824,20600,TheMustache,226,247,195,175,1,1
828,20700,TheMustache,227,248,196,175,1,1
832,20800,TheMustache,228,249,197,176,1,1
836,20900,TheMustache,229,250,198,177,1,1
840,21000,TheMustache,231,252,199,178,1,1
844,21100,TheMustache,232,253,200,179,1,1
848,21200,TheMustache,233,254,201,180,1,1
852,21300,TheMustache,234,255,202,181,1,1
856,21400,TheMustache,235,256,203,181,1,1
860,21500,TheMustache,236,258,204,182,1,1
864,21600,TheMustache,237,259,205,183,1,1
868,21700,TheMustache,238,260,206,184,1,1
872,21800,TheMustache,239,261,207,185,1,1
876,21900,TheMustache,240,262,208,186,1,1
880,22000,TheMustache,242,264,209,187,1,1
884,22100,TheMustache,243,265,209,187,1,1
888,22200,TheMustache,244,266,210,188,1,1
892,22300,TheMustache,245,267,211,189,1,1
896,22400,TheMustache,246,268,212,190,1,1
900,22500,TheMustache,247,270,213,191,1,1
904,22600,TheMustache,248,271,214,192,1,1
908,22700,TheMustache,249,272,215,192,1,1
912,22800,TheMustache,250,273,216,193,1,1
916,22900,TheMustache,251,274,217,194,1,1
920,23000,TheMustache,253,276,218,195,1,1
924,23100,TheMustache,254,277,219,196,1,1
928,23200,TheMustache,255,278,220,197,1,1
932,23300,TheMustache,256,279,221,198,1,1
936,23400,TheMustache,257,280,222,198,1,1
940,23500,TheMustache,258,282,223,199,1,1
944,23600,TheMustache,259,283,224,200,1,1
948,23700,TheMustache,260,284,225,201,1,1
952,23800,TheMustache,261,285,226,202,1,1
956,23900,TheMustache,262,286,227,203,1,1
960,24000,TheMustache,264,288,228,204,1,1
964,24100,TheMustache,265,289,228,204,1,1
968,24200,TheMustache,266,290,229,205,1,1
972,24300,TheMustache,267,291,230,206,1,1
976,24400,TheMustache,268,292,231,207,1,1
980,24500,TheMustache,269,294,232,208,1,1
984,24600,TheMustache,270,295,233,209,1,1
988,24700,TheMustache,271,296,234,209,1,1
992,24800,TheMustache,272,297,235,210,1,1
996,24900,TheMustache,273,298,236,211,1,1
1000,25000,TheMustache,275,300,237,212,1,1
1004,25100,TheMustache,276,301,238,213,1,1
1008,25200,TheMustache,277,302,239,214,1,1
1012,25300,TheMustache,278,303,240,215,1,1
1016,25400,TheMustache,279,304,241,215,1,1
1020,25500,TheMustache,280,306,242,216,1,1
1024,25600,TheMustache,281,307,243,217,1,1
1028,25700,TheMustache,282,308,244,218,1,1
1032,25800,TheMustache,283,309,245,219,1,1
1036,25900,TheMustache,284,310,246,220,1,1
1040,26000,TheMustache,286,312,247,221,1,1
1044,26100,TheMustache,287,313,247,221,1,1
1048,26200,TheMustache,288,314,248,222,1,1
1052,26300,TheMustache,289,315,249,223,1,1
1056,26400,TheMustache,290,316,250,224,1,1
1060,26500,TheMustache,291,318,251,225,1,1
1064,26600,TheMustache,292,319,252,226,1,1
1068,26700,TheMustache,293,320,253,226,1,1
1072,26800,TheMustache,294,321,254,227,1,1
1076,26900,TheMustache,295,322,255,228,1,1
1080,27000,TheMustache,297,324,256,229,1,1
1084,27100,TheMustache,298,325,257,230,1,1
1088,27200,TheMustache,299,326,258,231,1,1
1092,27300,TheMustache,300,327,259,232,1,1
1096,27400,TheMustache,301,328,260,232,1,1
1100,27500,TheMustache,302,330,261,233,1,1
1104,27600,TheMustache,303,331,262,234,1,1
1108,27700,TheMustache,304,332,263,235,1,1
1112,27800,TheMustache,305,333,264,236,1,1
1116,27900,TheMustache,306,334,265,237,1,1
1120,28000,TheMustache,308,336,266,238,1,1
1124,28100,TheMustache,309,337,266,238,1,1
1128,28200,TheMustache,310,338,267,239,1,1
1132,28300,TheMustache,311,339,268,240,1,1
1136,28400,TheMustache,312,340,269,241,1,1
1140,28500,TheMustache,313,342,270,242,1,1
1144,28600,TheMustache,314,343,271,243,1,2
1148,28700,TheMustache,315,344,272,243,1,2
1152,28800,TheMustache,316,345,273,244,1,2
1156,28900,TheMustache,317,346,274,245,1,2
1160,29000,TheMustache,319,348,275,246,1,2
1164,29100,TheMustache,320,349,276,247,1,2
1168,29200,TheMustache,321,350,277,248,1,2
1172,29300,TheMustache,322,351,278,249,1,2
1176,29400,TheMustache,323,352,279,249,1,2
1180,29500,TheMustache,324,354,280,250,1,2
1184,29600,TheMustache,325,355,281,251,1,2
1188,29700,TheMustache,326,356,282,252,1,2
1192,29800,TheMustache,327,357,283,253,1,2
1196,29900,TheMustache,328,358,284,254,1,2
1200,30000,TheMustache,330,360,285,255,1,2
1204,30100,TheMustache,331,361,285,255,1,2
1208,30200,TheMustache,332,362,286,256,1,2
1212,30300,TheMustache,333,363,287,257,1,2
1216,30400,TheMustache,334,364,288,258,1,2
1220,30500,TheMustache,335,366,289,259,1,2
1224,30600,TheMustache,336,367,290,260,1,2
1228,30700,TheMustache,337,368,291,260,1,2
1232,30800,TheMustache,338,369,292,261,1,2
1236,30900,TheMustache,339,370,293,262,1,2
1240,31000,TheMustache,341,372,294,263,1,2
1244,31100,TheMustache,342,373,295,264,1,2
1248,31200,TheMustache,343,374,296,265,1,2
1252,31300,TheMustache,344,375,297,266,1,2
1256,31400,TheMustache,345,376,298,266,1,2
1260,31500,TheMustache,346,378,299,267,1,2
1264,31600,TheMustache,347,379,300,268,1,2
1268,31700,TheMustache,348,380,301,269,1,2
1272,31800,TheMustache,349,381,302,270,1,2
1276,31900,TheMustache,350,382,303,271,1,2
1280,32000,TheMustache,352,384,304,272,1,2
1284,32100,TheMustache,353,385,304,272,1,2
1288,32200,TheMustache,354,386,305,273,1,2
1292,32300,TheMustache,355,387,306,274,1,2
1296,32400,TheMustache,356,388,307,275,1,2
1300,32500,TheMustache,357,390,308,276,1,2
1304,32600,TheMustache,358,391,309,277,1,2
1308,32700,TheMustache,359,392,310,277,1,2
1312,32800,TheMustache,360,393,311,278,1,2
1316,32900,TheMustache,361,394,312,279,1,2
1320,33000,TheMustache,363,396,313,280,1,2
1324,33100,TheMustache,364,397,314,281,1,2
1328,33200,TheMustache,365,398,315,282,1,2
1332,33300,TheMustache,366,399,316,283,1,2
1336,33400,TheMustache,367,400,317,283,1,2
1340,33500,TheMustache,368,402,318,284,1,2
1344,33600,TheMustache,369,403,319,285,1,2
1348,33700,TheMustache,370,404,320,286,1,2
1352,33800,TheMustache,371,405,321,287,1,2
1356,33900,TheMustache,372,406,322,288,1,2
1360,34000,TheMustache,374,408,323,289,1,2
1364,34100,TheMustache,375,409,323,289,1,2
1368,34200,TheMustache,376,410,324,290,1,2
1372,34300,TheMustache,377,411,325,291,1,2
1376,34400,TheMustache,378,412,326,292,1,2
1380,34500,TheMustache,379,414,327,293,1,2
1384,34600,TheMustache,380,415,328,294,1,2
1388,34700,TheMustache,381,416,329,294,1,2
1392,34800,TheMustache,382,417,330,295,1,2
1396,34900,TheMustache,383,418,331,296,1,2
1400,35000,TheMustache,385,420,332,297,1,2
1404,35100,TheMustache,386,421,333,298,1,2
1408,35200,TheMustache,387,422,334,299,1,2
1412,35300,TheMustache,388,423,335,300,1,2
1416,35400,TheMustache,389,424,336,300,1,2
1420,35500,TheMustache,390,426,337,301,1,2
1424,35600,TheMustache,391,427,338,302,1,2
1428,35700,TheMustache,392,428,339,303,1,2
1432,35800,TheMustache,393,429,340,304,1,2
1436,35900,TheMustache,394,430,341,305,1,2
1440,36000,TheMustache,396,432,342,306,1,2
1444,36100,TheMustache,397,433,342,306,1,2
1448,36200,TheMustache,398,434,343,307,1,2
1452,36300,TheMustache,399,435,344,308,1,2
1456,36400,TheMustache,400,436,345,309,1,2
1460,36500,TheMustache,401,438,346,310,1,2
1464,36600,TheMustache,402,439,347,311,1,2
1468,36700,TheMustache,403,440,348,311,1,2
1472,36800,TheMustache,404,441,349,312,1,2
1476,36900,TheMustache,405,442,350,313,1,2
1480,37000,TheMustache,407,444,351,314,1,2
1484,37100,TheMustache,408,445,352,315,1,2
1488,37200,TheMustache,409,446,353,316,1,2
1492,37300,TheMustache,410,447,354,317,1,2
1496,37400,TheMustache,411,448,355,317,1,2
1500,37500,TheMustache,412,450,356,318,1,2
1504,37600,TheMustache,413,451,357,319,1,2
1508,37700,TheMustache,414,452,358,320,1,2
1512,37800,TheMustache,415,453,359,321,1,2
1516,37900,TheMustache,416,454,360,322,1,2
1520,38000,TheMustache,418,456,361,323,1,2
1524,38100,TheMustache,419,457,361,323,1,2
1528,38200,TheMustache,420,458,362,324,1,2
1532,38300,TheMustache,421,459,363,325,1,2
1536,38400,TheMustache,422,460,364,326,1,2
1540,38500,TheMustache,423,462,365,327,1,2
1544,38600,TheMustache,424,463,366,328,1,2
1548,38700,TheMustache,425,464,367,328,1,2
1552,38800,TheMustache,426,465,368,329,1,2
1556,38900,TheMustache,427,466,369,330,1,2
1560,39000,TheMustache,429,468,370,331,1,2
1564,39100,TheMustache,430,469,371,332,1,2
1568,39200,TheMustache,431,470,372,333,1,2
1572,39300,TheMustache,432,471,373,334,1,2
1576,39400,TheMustache,433,472,374,334,1,2
1580,39500,TheMustache,434,474,375,335,1,2
1584,39600,TheMustache,435,475,376,336,1,2
1588,39700,TheMustache,436,476,377,337,1,2
1592,39800,TheMustache,437,477,378,338,1,2
1596,39900,TheMustache,438,478,379,339,1,2
1600,40000,TheMustache,440,480,380,340,2,2
1604,40100,TheMustache,441,481,380,340,2,2
1608,40200,TheMustache,442,482,381,341,2,2
1612,40300,TheMustache,443,483,382,342,2,2
1616,40400,TheMustache,444,484,383,343,2,2
1620,40500,TheMustache,445,486,384,344,2,2
1624,40600,TheMustache,446,487,385,345,2,2
1628,40700,TheMustache,447,488,386,345,2,2
1632,40800,TheMustache,448,489,387,346,2,2
1636,40900,TheMustache,449,490,388,347,2,2
1640,41000,TheMustache,451,492,389,348,2,2
1644,41100,TheMustache,452,493,390,349,2,2
1648,41200,TheMustache,453,494,391,350,2,2
1652,41300,TheMustache,454,495,392,351,2,2
1656,41400,TheMustache,455,496,393,351,2,2
1660,41500,TheMustache,456,498,394,352,2,2
1664,41600,TheMustache,457,499,395,353,2,2
1668,41700,TheMustache,458,500,396,354,2,2
1672,41800,TheMustache,459,501,397,355,2,2
1676,41900,TheMustache,460,502,398,356,2,2
1680,42000,TheMustache,462,504,399,357,2,2
1684,42100,TheMustache,463,505,399,357,2,2
1688,42200,TheMustache,464,506,400,358,2,2
1692,42300,TheMustache,465,507,401,359,2,2
1696,42400,TheMustache,466,508,402,360,2,2
1700,42500,TheMustache,467,510,403,361,2,2
1704,42600,TheMustache,468,511,404,362,2,2
1708,42700,TheMustache,469,512,405,362,2,2
1712,42800,TheMustache,470,513,406,363,2,2
1716,42900,TheMustache,471,514,407,364,2,3
1720,43000,TheMustache,473,516,408,365,2,3
1724,43100,TheMustache,474,517,409,366,2,3
1728,43200,TheMustache,475,518,410,367,2,3
1732,43300,TheMustache,476,519,411,368,2,3
1736,43400,TheMustache,477,520,412,368,2,3
1740,43500,TheMustache,478,522,413,369,2,3
1744,43600,TheMustache,479,523,414,370,2,3
1748,43700,TheMustache,480,524,415,371,2,3
1752,43800,TheMustache,481,525,416,372,2,3
1756,43900,TheMustache,482,526,417,373,2,3
1760,44000,TheMustache,484,528,418,374,2,3
1764,44100,TheMustache,485,529,418,374,2,3
1768,44200,TheMustache,486,530,419,375,2,3
1772,44300,TheMustache,487,531,420,376,2,3
1776,44400,TheMustache,488,532,421,377,2,3
1780,44500,TheMustache,489,534,422,378,2,3
1784,44600,TheMustache,490,535,423,379,2,3
1788,44700,TheMustache,491,536,424,379,2,3
1792,44800,TheMustache,492,537,425,380,2,3
1796,44900,TheMustache,493,538,426,381,2,3
1800,45000,TheMustache,495,540,427,382,2,3
1804,45100,TheMustache,496,541,428,383,2,3
1808,45200,TheMustache,497,542,429,384,2,3
1812,45300,TheMustache,498,543,430,385,2,3
1816,45400,TheMustache,499,544,431,385,2,3
1820,45500,TheMustache,500,546,432,386,2,3
1824,45600,TheMustache,501,547,433,387,2,3
1828,45700,TheMustache,502,548,434,388,2,3
1832,45800,TheMustache,503,549,435,389,2,3
1836,45900,TheMustache,504,550,436,390,2,3
1840,46000,TheMustache,506,552,437,391,2,3
1844,46100,TheMustache,507,553,437,391,2,3
1848,46200,TheMustache,508,554,438,392,2,3
1852,46300,TheMustache,509,555,439,393,2,3
1856,46400,TheMustache,510,556,440,394,2,3
1860,46500,TheMustache,511,558,441,395,2,3
1864,46600,TheMustache,512,559,442,396,2,3
1868,46700,TheMustache,513,560,443,396,2,3
1872,46800,TheMustache,514,561,444,397,2,3
1876,46900,TheMustache,515,562,445,398,2,3
1880,47000,TheMustache,517,564,446,399,2,3
1884,47100,TheMustache,518,565,447,400,2,3
1888,47200,TheMustache,519,566,448,401,2,3
1892,47300,TheMustache,520,567,449,402,2,3
1896,47400,TheMustache,521,568,450,402,2,3
1900,47500,TheMustache,522,570,451,403,2,3
1904,47600,TheMustache,523,571,452,404,2,3
1908,47700,TheMustache,524,572,453,405,2,3
1912,47800,TheMustache,525,573,454,406,2,3
1916,47900,TheMustache,526,574,455,407,2,3
1920,48000,TheMustache,528,576,456,408,2,3
1924,48100,TheMustache,529,577,456,408,2,3
1928,48200,TheMustache,530,578,457,409,2,3
1932,48300,TheMustache,531,579,458,410,2,3
1936,48400,TheMustache,532,580,459,411,2,3
1940,48500,TheMustache,533,582,460,412,2,3
1944,48600,TheMustache,534,583,461,413,2,3
1948,48700,TheMustache,535,584,462,413,2,3
1952,48800,TheMustache,536,585,463,414,2,3
1956,48900,TheMustache,537,586,464,415,2,3
1960,49000,TheMustache,539,588,465,416,2,3
1964,49100,TheMustache,540,589,466,417,2,3
1968,49200,TheMustache,541,590,467,418,2,3
1972,49300,TheMustache,542,591,468,419,2,3
1976,49400,TheMustache,543,592,469,419,2,3
1980,49500,TheMustache,544,594,470,420,2,3
1984,49600,TheMustache,545,595,471,421,2,3
1988,49700,TheMustache,546,596,472,422,2,3
1992,49800,TheMustache,547,597,473,423,2,3
1996,49900,TheMustache,548,598,474,424,2,3
2000,50000,TheMustache,550,600,475,425,2,3
2004,50100,TheMustache,551,601,475,425,2,3
2008,50200,TheMustache,552,602,476,426,2,3
2012,50300,TheMustache,553,603,477,427,2,3
2016,50400,TheMustache,554,604,478,428,2,3
2020,50500,TheMustache,555,606,479,429,2,3
2024,50600,TheMustache,556,607,480,430,2,3
2028,50700,TheMustache,557,608,481,430,2,3
2032,50800,TheMustache,558,609,482,431,2,3
2036,50900,TheMustache,559,610,483,432,2,3
2040,51000,TheMustache,561,612,484,433,2,3
2044,51100,TheMustache,562,613,485,434,2,3
2048,51200,TheMustache,563,614,486,435,2,3
2052,51300,TheMustache,564,615,487,436,2,3
2056,51400,TheMustache,565,616,488,436,2,3
2060,51500,TheMustache,566,618,489,437,2,3
2064,51600,TheMustache,567,619,490,438,2,3
2068,51700,TheMustache,568,620,491,439,2,3
2072,51800,TheMustache,569,621,492,440,2,3
2076,51900,TheMustache,570,622,493,441,2,3
2080,52000,TheMustache,572,624,494,442,2,3
2084,52100,TheMustache,573,625,494,442,2,3
2088,52200,TheMustache,574,626,495,443,2,3
2092,52300,TheMustache,575,627,496,444,2,3
2096,52400,TheMustache,576,628,497,445,2,3
2100,52500,TheMustache,577,630,498,446,2,3
2104,52600,TheMustache,578,631,499,447,2,3
2108,52700,TheMustache,579,632,500,447,2,3
2112,52800,TheMustache,580,633,501,448,2,3
2116,52900,TheMustache,581,634,502,449,2,3
2120,53000,TheMustache,583,636,503,450,2,3
2124,53100,TheMustache,584,637,504,451,2,3
2128,53200,TheMustache,585,638,505,452,2,3
2132,53300,TheMustache,586,639,506,453,2,3
2136,53400,TheMustache,587,640,507,453,2,3
2140,53500,TheMustache,588,642,508,454,2,3
2144,53600,TheMustache,589,643,509,455,2,3
2148,53700,TheMustache,590,644,510,456,2,3
2152,53800,TheMustache,591,645,511,457,2,3
2156,53900,TheMustache,592,646,512,458,2,3
2160,54000,TheMustache,594,648,513,459,2,3
2164,54100,TheMustache,595,649,513,459,2,3
2168,54200,TheMustache,596,650,514,460,2,3
2172,54300,TheMustache,597,651,515,461,2,3
2176,54400,TheMustache,598,652,516,462,2,3
2180,54500,TheMustache,599,654,517,463,2,3
2184,54600,TheMustache,600,655,518,464,2,3
2188,54700,TheMustache,601,656,519,464,2,3
2192,54800,TheMustache,602,657,520,465,2,3
2196,54900,TheMustache,603,658,521,466,2,3
2200,55000,TheMustache,605,660,522,467,2,3
2204,55100,TheMustache,606,661,523,468,2,3
2208,55200,TheMustache,607,662,524,469,2,3
2212,55300,TheMustache,608,663,525,470,2,3
2216,55400,TheMustache,609,664,526,470,2,3
2220,55500,TheMustache,610,666,527,471,2,3
2224,55600,TheMustache,611,667,528,472,2,3
2228,55700,TheMustache,612,668,529,473,2,3
2232,55800,TheMustache,613,669,530,474,2,3
2236,55900,TheMustache,614,670,531,475,2,3
2240,56000,TheMustache,616,672,532,476,2,3
2244,56100,TheMustache,617,673,532,476,2,3
2248,56200,TheMustache,618,674,533,477,2,3
2252,56300,TheMustache,619,675,534,478,2,3
2256,56400,TheMustache,620,676,535,479,2,3
2260,56500,TheMustache,621,678,536,480,2,3
2264,56600,TheMustache,622,679,537,481,2,3
2268,56700,TheMustache,623,680,538,481,2,3
2272,56800,TheMustache,624,681,539,482,2,3
2276,56900,TheMustache,625,682,540,483,2,3
2280,57000,TheMustache,627,684,541,484,2,3
2284,57100,TheMustache,628,685,542,485,2,3
2288,57200,TheMustache,629,686,543,486,2,4
2292,57300,TheMustache,630,687,544,487,2,4
2296,57400,TheMustache,631,688,545,487,2,4
2300,57500,TheMustache,632,690,546,488,2,4
2304,57600,TheMustache,633,691,547,489,2,4
2308,57700,TheMustache,634,692,548,490,2,4
2312,57800,TheMustache,635,693,549,491,2,4
2316,57900,TheMustache,636,694,550,492,2,4
2320,58000,TheMustache,638,696,551,493,2,4
2324,58100,TheMustache,639,697,551,493,2,4
2328,58200,TheMustache,640,698,552,494,2,4
2332,58300,TheMustache,641,699,553,495,2,4
2336,58400,TheMustache,642,700,554,496,2,4
2340,58500,TheMustache,643,702,555,497,2,4
2344,58600,TheMustache,644,703,556,498,2,4
2348,58700,TheMustache,645,704,557,498,2,4
2352,58800,TheMustache,646,705,558,499,2,4
2356,58900,TheMustache,647,706,559,500,2,4
2360,59000,TheMustache,649,708,560,501,2,4
2364,59100,TheMustache,650,709,561,502,2,4
